title,slug,content_level,content_type,buyer_stage,monetization_fit,priority_score,priority_band,source_theme,source_cluster,repeated_across_queries,evidence_hits,keyword_hint,angle,recommended_cta,existing_overlap,status
How to Water Hanging Plants on Your Balcony,how-to-water-hanging-plants-on-your-balcony,L3 support / problem solver,problem-solver,problem-aware,low,7.5,P4,Watering frequency and schedules,How to Water Hanging Plants on Your Balcony,1,1,"challenges, hanging, type, specific","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Soaker Hoses vs. Watering Cans for Balcony Gardens,soaker-hoses-vs-watering-cans-for-balcony-gardens,L3 support / problem solver,comparison,buyer,high,7.5,P4,Hose / soaker options,Soaker Hoses vs. Watering Cans for Balcony Gardens,1,1,"hoses, soaker, methods, cans, different, comparing","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Working 9-5? Here's How to Keep Your Garden Watered,working-9-5-here-s-how-to-keep-your-garden-watered,L3 support / problem solver,problem-solver,problem-aware,low,7.5,P4,Watering frequency and schedules,Working 9-5? Here's How to Keep Your Garden Watered,1,1,"hands, people, off, gardening, working, watered","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Balcony Drip Irrigation During Different Seasons: Adjusting Your System,balcony-drip-irrigation-during-different-seasons-adjusting-your-system,L3 support / problem solver,guide,buyer,high,7.0,P4,Watering frequency and schedules,Balcony Drip Irrigation During Different Seasons: Adjusting Your System,1,1,"adjustments, during, seasons, adjusting, drip, different","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Balcony Plant Watering Schedule for Beginners,balcony-plant-watering-schedule-for-beginners,L3 support / problem solver,technical-guide,solution-aware,low,7.0,P4,Watering frequency and schedules,Balcony Plant Watering Schedule for Beginners,1,1,"often, beginners, schedule","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Expanding Your Balcony Drip System: Adding More Zones,expanding-your-balcony-drip-system-adding-more-zones,L3 support / problem solver,guide,buyer,high,7.0,P4,Watering frequency and schedules,Expanding Your Balcony Drip System: Adding More Zones,1,1,"adding, expanding, gradually, scaling, drip, zones","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
How Often Should You Water Potted Patio Plants?,how-often-should-you-water-potted-patio-plants,L3 support / problem solver,problem-solver,problem-aware,low,7.0,P4,Watering frequency and schedules,How Often Should You Water Potted Patio Plants?,1,1,"patio, proper, frequency, learn, potted, often","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How Often Should You Water With an Automatic System?,how-often-should-you-water-with-an-automatic-system,L3 support / problem solver,problem-solver,buyer,high,7.0,P4,Watering frequency and schedules,How Often Should You Water With an Automatic System?,1,1,"setting, automatic, proper, schedules, often","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Mulch and Drip Irrigation: The Perfect Combination for Container Plants,mulch-and-drip-irrigation-the-perfect-combination-for-container-plants,L3 support / problem solver,guide,solution-aware,low,7.0,P4,Watering frequency and schedules,Mulch and Drip Irrigation: The Perfect Combination for Container Plants,1,1,"mulch, perfect, practices, care, combination, drip","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Watering System for Mixed Container Sizes on One Balcony,watering-system-for-mixed-container-sizes-on-one-balcony,L3 support / problem solver,guide,buyer,high,7.0,P4,Watering frequency and schedules,Watering System for Mixed Container Sizes on One Balcony,1,1,"mixed, needs, one, handling, different, sizes","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
What Are the Basic Parts of a Container Drip Irrigation System?,what-are-the-basic-parts-of-a-container-drip-irrigation-system,L3 support / problem solver,guide,buyer,high,7.0,P4,General balcony/container watering,What Are the Basic Parts of a Container Drip Irrigation System?,1,1,"basic, understanding, parts, drip, components, irrigation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
What Are the Drawbacks of Self-Watering Pots?,what-are-the-drawbacks-of-self-watering-pots,L3 support / problem solver,guide,solution-aware,low,7.0,P4,General balcony/container watering,What Are the Drawbacks of Self-Watering Pots?,1,1,"purchasing, pots, understand, drawbacks, before, limitations","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
What Automatic Watering System Works Best for Large Plants?,what-automatic-watering-system-works-best-for-large-plants,L2 money page,buyer-guide,buyer,high,7.0,P4,General balcony/container watering,What Automatic Watering System Works Best for Large Plants?,1,1,"large, works, tall, hard, automatic, solutions","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
What's the Cost of Hiring a Plant Watering Service?,what-s-the-cost-of-hiring-a-plant-watering-service,L2 money page,buyer-guide,buyer,low,7.0,P4,General balcony/container watering,What's the Cost of Hiring a Plant Watering Service?,1,1,"budgeting, hiring, professional, service, care, customer",Pricing explainer anchored to realistic small-space setups.,Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Winterizing Your Apartment Balcony Drip Irrigation System,winterizing-your-apartment-balcony-drip-irrigation-system,L3 support / problem solver,guide,buyer,high,7.0,P4,Watering frequency and schedules,Winterizing Your Apartment Balcony Drip Irrigation System,1,1,"maintenance, winterizing, drip, seasonal, irrigation","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Most Common Mistakes With Container Plant Watering,most-common-mistakes-with-container-plant-watering,L3 support / problem solver,guide,solution-aware,low,6.5,P4,General balcony/container watering,Most Common Mistakes With Container Plant Watering,1,1,"most, techniques, avoid, killing, common, mistakes","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Watering High Plants on Tall Shelves Automatically,watering-high-plants-on-tall-shelves-automatically,L3 support / problem solver,guide,solution-aware,low,6.5,P4,General balcony/container watering,Watering High Plants on Tall Shelves Automatically,1,1,"tall, shelves, locations, automatically, high, difficult","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
